subject_name,course_link,course_Name,course_Code,uoc,conditions_For_Enrolment,exclusion_Courses,faculty,school,offering_Term,COURSEID
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6324/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Internet of Things Service Design and Engineering,COMP6324,6,Prerequisite: COMP1531 and COMP2041,,Faculty of Engineering,School of Computer Science and Engineering,Term 1,1050
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6448/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Security Engineering Masterclass,COMP6448,6,Prerequisite: COMP6841,,Faculty of Engineering,School of Computer Science and Engineering,,1051
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6449/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Security Engineering Professional Practice,COMP6449,6,Prerequisite: COMP6441 or COMP6841 or COMP3441,,Faculty of Engineering,School of Computer Science and Engineering,,1052
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6451/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Cryptocurrency and Distributed Ledger Technologies,COMP6451,6,null,,Faculty of Engineering,School of Computer Science and Engineering,Summer Term,1053
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6714/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Information Retrieval and Web Search,COMP6714,6,Prerequisite: (MATH1081 and (COMP1531 or COMP2041)) or (COMP1927 or COMP2521),,Faculty of Engineering,School of Computer Science and Engineering,Term 3,1054
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6733/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Internet of Things Experimental Design Studio,COMP6733,6,Prerequisite: 65 WAM and COMP3331,,Faculty of Engineering,School of Computer Science and Engineering,Term 3,1055
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6741/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Parameterized and Exact Computation,COMP6741,6,Prerequisite: COMP3121 or  COMP3821.,,Faculty of Engineering,School of Computer Science and Engineering,Term 3,1056
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6752/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Modelling Concurrent Systems,COMP6752,6,Prerequisite: COMP2521 or COMP1927,,Faculty of Engineering,School of Computer Science and Engineering,Term 2,1057
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP6771/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Advanced C++ Programming,COMP6771,6,Prerequisite: COMP2511 or COMP2911,,Faculty of Engineering,School of Computer Science and Engineering,Term 2,1058
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9242/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Advanced Operating Systems,COMP9242,6,Prerequisite: a mark of at least 75 in either COMP3231 or COMP3891.,,Faculty of Engineering,School of Computer Science and Engineering,Term 2,1059
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9243/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Distributed Systems,COMP9243,6,Prerequisite: [COMP3231 or COMP3891] and [COMP3331 or TELE3018].,,Faculty of Engineering,School of Computer Science and Engineering,Term 3,1060
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9313/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Big Data Management,COMP9313,6,"Prerequisite: COMP1927 or COMP2521, and COMP3311",,Faculty of Engineering,School of Computer Science and Engineering,"Term 2, Term 3",1061
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9315/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Database Systems Implementation,COMP9315,6,"Prerequisite: COMP1927 or COMP2521, and COMP3311",,Faculty of Engineering,School of Computer Science and Engineering,Term 2,1062
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9318/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Data Warehousing and Data Mining,COMP9318,6,Prerequisite: (COMP2521 or COMP1927) and COMP3311 and MATH1081,,Faculty of Engineering,School of Computer Science and Engineering,Term 1,1063
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9319/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Web Data Compression and Search,COMP9319,6,Prerequisite: COMP2521 or COMP1927,,Faculty of Engineering,School of Computer Science and Engineering,Term 2,1064
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9321/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Data Services Engineering,COMP9321,6,Prerequisite: (COMP1531 or COMP2041) and COMP3311,,Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 3",1065
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9322/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Software Service Design and Engineering,COMP9322,6,Prerequisite: COMP9321.,,Faculty of Engineering,School of Computer Science and Engineering,"Term 1, Term 2",1066
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9323/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Software as a Service Project,COMP9323,6,Prerequisite: (COMP1531 or COMP2041) and COMP3311 and >65WAM,,Faculty of Engineering,School of Computer Science and Engineering,Term 3,1067
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9332/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Network Routing and Switching,COMP9332,6,Prerequisite: COMP3331.,,Faculty of Engineering,School of Computer Science and Engineering,Term 2,1068
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9334/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Capacity Planning of Computer Systems and Networks,COMP9334,6,Prerequisite: COMP1511 or COMP1917 or COMP1921,,Faculty of Engineering,School of Computer Science and Engineering,Term 1,1069
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9417/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Machine Learning and Data Mining,COMP9417,6,Prerequisite: (MATH1081 and (COMP1531 or COMP2041)) or (COMP1927 or COMP2521),,Faculty of Engineering,School of Computer Science and Engineering,Term 2,1070
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9418/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Advanced Topics in Statistical Machine Learning,COMP9418,6,Prerequisite: COMP9417.,,Faculty of Engineering,School of Computer Science and Engineering,Term 3,1071
 Computer Science,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/COMP9517/?browseBySubjectArea=91ce03204f0f5b00eeb3eb4f0310c782&,Computer Vision,COMP9517,6,Prerequisite: COMP2521 or COMP1927,,Faculty of Engineering,School of Computer Science and Engineering,Term 2,1072
 Criminology,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CRIM1010/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Criminology: An Introduction,CRIM1010,6,null,,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 1, Term 3",1073
 Criminology,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CRIM1011/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Introduction to Criminal Justice,CRIM1011,6,null,,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 2, Term 3",1074
 Criminology,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CRIM2021/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Criminal Law and Justice 2,CRIM2021,6,"Prerequisite: CRIM2020, not available to students in Law programs",,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 2, Term 3",1075
 Criminology,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CRIM2031/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Indigenous Perspective in Criminal Justice,CRIM2031,6,Prerequisite: 24 units of credit at Level 1 including CRIM1010 or CRIM1011,,Faculty of Arts and Social Sciences,School of Social Sciences,Term 2,1076
 Criminology,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CRIM2032/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Disability in the Criminal Justice System,CRIM2032,6,Prerequisite: 24 units of credit at Level 1 including CRIM1010 or CRIM1011,,Faculty of Arts and Social Sciences,School of Social Sciences,,1077
 Criminology,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CRIM2034/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,"Crime, Politics and the Media",CRIM2034,6,Prerequisite: 24 units of credit at Level 1 including CRIM1010 or CRIM1011,,Faculty of Arts and Social Sciences,School of Social Sciences,Term 2,1078
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM2037/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Explaining Punishment,CRIM2037,6,Prerequisite: 24 units of credit at Level 1 including CRIM1010 or CRIM1011,,Faculty of Arts and Social Sciences,School of Social Sciences,Term 1,1079
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM2038/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,"Young People, Risk and Harm",CRIM2038,6,Prerequisite: 24 units of credit at Level 1 including CRIM1010 and CRIM1011,,Faculty of Arts and Social Sciences,School of Social Sciences,Term 3,1080
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM2040/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Criminal Networks and Organised Crime,CRIM2040,6,Prerequisite: 24 units of credit at Level 1 including CRIM1010 or CRIM1011,,Faculty of Arts and Social Sciences,School of Social Sciences,,1081
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM2041/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Crime and Punishment in Historical Perspective,CRIM2041,6,Prerequisite: 24 units of credit at Level 1,,Faculty of Arts and Social Sciences,School of Humanities and Languages,,1082
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM2042/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Explaining Crime,CRIM2042,6,"Prerequisite: 24 units of credit overall, including CRIM1010 or CRIM1011, and enrolment in a single or dual award Criminology and Criminal Justice program, or Criminology stream. Equivalent: CRIM3001",,Faculty of Arts and Social Sciences,School of Social Sciences,Term 2,1083
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3000/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Criminology in Practice,CRIM3000,6,"Prerequisite: 72 units of credit overall, and enrolment in a Criminology major or a Criminology & Criminology Justice single or dual program",,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 2, Term 3",1084
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3012/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Violent and Sexual Offenders,CRIM3012,6,"Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in Criminology. Or 84 uoc and enrolled in 4787 Social Work (Honours)/Law",,Faculty of Arts and Social Sciences,School of Social Sciences,Term 2,1085
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3017/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Cybercrime,CRIM3017,6,"Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in Criminology. Or 84 uoc and enrolled in 4787 Social Work (Honours)/Law",,Faculty of Arts and Social Sciences,School of Social Sciences,,1086
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3018/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Victims' Rights,CRIM3018,6,"Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in Criminology. Or 84 uoc and enrolled in 4787 Social Work (Honours)/Law",,Faculty of Arts and Social Sciences,School of Social Sciences,,1087
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3020/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,The Criminal Trial,CRIM3020,6,"Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in Criminology. Or 84 uoc and enrolled in 4787 Social Work (Honours)/Law",,Faculty of Arts and Social Sciences,School of Social Sciences,Term 3,1088
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3022/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Public Health and Corrections,CRIM3022,6,"Prerequisite: 48 UOC overall, including 6 UOC at level 1 and 6 UOC at level 2 in Criminology. Or 84 uoc and enrolled in 4787 Social Work (Honours)/Law",,Faculty of Arts and Social Sciences,School of Social Sciences,Term 1,1089
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM3025/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Criminology Work Integrated Learning Placement,CRIM3025,6,"Prerequisite: 96 uoc overall including CRIM1010, CRIM1011, and CRIM2042, WAM 75 or above, and enrolment in the final year of a Criminology major, Criminology & Criminal Justice program, or component of the dual program. Consent required.",,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 2, Term 3",1090
 Criminology,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CRIM4001/?browseBySubjectArea=ddce03204f0f5b00eeb3eb4f0310c786&,Criminology Honours,CRIM4001,6,Prerequisite: Enrolment in the Criminology honours program,,Faculty of Arts and Social Sciences,School of Social Sciences,"Term 1, Term 2, Term 3",1091
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/undergraduate/courses/2019/CVEN2101/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Engineering Construction,CVEN2101,6,null,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 3,1092
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN2501/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Principles of Water Engineering,CVEN2501,6,null,,Faculty of Engineering,School of Civil and Environmental Engineering,,1093
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN2702/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Engineering Computations for Environmental Engineers,CVEN2702,6,Prerequisite: MATH1231 or MATH1241.,,Faculty of Engineering,School of Civil and Environmental Engineering,,1094
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3101/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Engineering Operations and Control,CVEN3101,6,null,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 3,1095
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3304/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Concrete Structures,CVEN3304,6,"Prerequisites: CVEN1300 and CVEN2301
(Pre-requisite only applicable to UG cohort taking this course).",,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,1096
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3501/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Water Resources Engineering,CVEN3501,6,null,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 1,1097
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3502/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Water and Wastewater Engineering,CVEN3502,6,Prerequisite: CVEN2501.,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,1098
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3701/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,"Environmental Frameworks, Law and Economics",CVEN3701,6,Prerequisite: CVEN1701,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 1,1099
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3702/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Solid Wastes and Contaminant Transport,CVEN3702,6,null,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 3,1100
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN3731/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Environmental Engineering Practice,CVEN3731,6,null,,Faculty of Engineering,School of Civil and Environmental Engineering,,1101
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4002/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Design Practice A,CVEN4002,6,Pre Req: 132UOC,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 1,1102
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4003/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Design Practice B,CVEN4003,6,Pre Req: 132UOC,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 2,1103
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4101/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Problem Solving for Engineers,CVEN4101,6,Prerequisite: CVEN3101.,,Faculty of Engineering,School of Civil and Environmental Engineering,,1104
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4103/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Engineering Contracts,CVEN4103,6,Prerequisite: CVEN3101.,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 3,1105
 Civil and Environmental Engineering,https://www.handbook.unsw.edu.au/Undergraduate/courses/2019/CVEN4201/?browseBySubjectArea=1dce03204f0f5b00eeb3eb4f0310c78b&,Rock and Slope Engineering,CVEN4201,6,Prerequisite/s: CVEN2201 OR CVEN3202 & CVEN3201 OR CVEN3203,,Faculty of Engineering,School of Civil and Environmental Engineering,Term 1,1106
